id,image_path,label,x,y,width,height
1,data/t-54-3m_1032-unkn-t55-destr-18-02-24.jpg,Tank,71.85276073619629,42.52607361963188,616.4417177914111,341.4202453987728
2,data/t-54-3m_1036-t-54-3-m-dam-aband-21-02-24.jpg,Tank,831.5046439628481,25.399999999999952,384.4953560371522,403.7263157894736
3,data/t-54-3m_1036-t-54-3-m-dam-aband-21-02-24.jpg,Tank,194.53869969040258,255.0222910216717,87.24458204334438,106.47554179566562
4,data/t-54b_1020-t-54-b-destr-05-03-24.jpg,Tank,311.99999999999943,403.99999999999966,391.5582822085893,161.79141104294513
5,data/t-55a_1009-t-55-a-destr-09-05-24.jpg,Tank,0.0,268.2387190684136,447.9999999999998,345.0363901018909
6,data/t-62_obr__1967_1014-t62-obr1967.jpg,Tank,0.0,270.50000000000006,602.0,235.0
7,data/t-62_obr__1967_1021-t-62-obr-1967-destr-11-02-24.jpg,Tank,278.491031390134,57.18385650224199,788.7219730941713,636.3161434977575
8,data/t-62_obr__1972_1035-t-62-obr-1972-aband-10-12-23.jpg,Tank,10.048750000000007,160.90250000000006,514.24125,364.91625000000005
9,data/t-62_obr__1972_1035-t-62-obr-1972-aband-10-12-23.jpg,Tank,529.4837499999992,148.8537499999999,538.3387500000005,434.5312500000003
10,data/t-62_obr__1972_1044-t62-obr1967-destr-01-03-24.jpg,Tank,26.942528735632138,35.59061302681995,577.6091954022991,305.5697318007663
11,data/t-62m_1002-t-62-m-dam-aband-02-06-24.jpg,Tank,8.481927710843355,71.3698795180723,601.4457831325301,287.630120481927
12,data/t-62m_1002-t-62-m-destr-15-06-24.jpg,Tank,43.29999999999995,39.50385674931131,411.4771349862254,274.0280991735533
13,data/t-62m_1004-t-62-m-destr-21-04-24.jpg,Tank,256.2749999999998,425.6687499999989,505.01249999999993,305.4374999999988
14,data/t-62m_1006-t-62-m-dam-06-04-24.jpg,Tank,282.11171761280906,377.9817321688499,170.4170305676855,118.00451237263542
15,data/t-62m_1011-t62m-destr-29-11-23.jpg,Tank,20.006249999999817,374.7712499999997,1046.9937499999983,357.2199999999981
16,data/t-62m_1016-t-62-m-destr-07-07-24.jpg,Tank,826.6094276094235,76.81127946127941,277.75084175084316,259.91616161616133
17,data/t-62m_1020-t-62-m-dam-aband-20-04-24.jpg,Tank,393.9177914110426,84.74662576687119,551.9999999999998,715.253374233129
18,data/t-62m_1020-t-62-m-destr-11-02-23.jpg,Tank,568.1472392638024,183.89355828220823,545.7668711656434,341.7404907975455
19,data/t-62m_1021-t-62-m-destr-29-01-24.jpg,Tank,331.1361963190181,271.3914110429441,144.02944785276102,145.88466257668796
20,data/t-62m_1021-t62m-dam-aband-21-12-23.jpg,Tank,762.6024096385537,94.98192771084344,239.0361445783134,273.915662650602
21,data/t-62m_1022-t-62-m-destr-29-01-24.jpg,Tank,469.8869565217383,115.11739130434788,185.099792960662,168.68033126294026
22,data/t-62m_1023-t-62-m-destr-29-01-24.jpg,Tank,489.130061349693,423.0880368098161,149.6319018404917,155.27055214723862
23,data/t-62m_1025-t-62-m-dam-09-11-22.jpg,Tank,454.14000000000055,257.5487500000001,84.17249999999797,96.43500000000094
24,data/t-62m_1026-1x-destr-2x-dam-aband-t62-m-06-02-23.jpg,Tank,5.623750000000004,464.8612499999999,219.00000000000003,131.0
25,data/t-62m_1026-1x-destr-2x-dam-aband-t62-m-06-02-23.jpg,Tank,455.1237500000006,368.21875000000045,245.9699999999997,137.7424999999995
26,data/t-62m_1026-t-62-m-destr-09-11-22.jpg,Tank,275.72727272727235,147.66818181818178,80.99999999999937,103.39090909090936
27,data/t-62m_1036-t-62-m-dam-aband-12-02-24.jpg,Tank,358.9600840336126,295.46218487394987,588.3403361344543,305.8823529411756
28,data/t-62m_1037-t62m-destr-12-02-24.jpg,Tank,818.4910179640707,170.86077844311367,202.5988023952097,145.55389221557056
29,data/t-62m_1039-t62m-destr-09-01-24.jpg,Tank,304.7559055118108,104.48188976377952,252.25196850393758,198.46929133858205
30,data/t-62m_1045-t-62-m-destr-02-10-23.jpg,Tank,309.66162790697615,77.20930232558142,521.1961240310088,288.9922480620156
31,data/t-62m_1054-t-80-bv-aband-06-02-24.jpg,Tank,469.5576687116564,226.2711656441718,86.27361963190192,61.09202453987727
32,data/t-62m_1054-t-80-bv-aband-06-02-24.jpg,Tank,752.3233128834354,399.57914110429454,112.33496932515368,83.24417177914106
33,data/t-62m_1054-t-80-bv-aband-06-02-24.jpg,Tank,469.5576687116564,226.2711656441718,86.27361963190192,61.09202453987727
34,data/t-62m_1054-t-80-bv-aband-06-02-24.jpg,Tank,622.0165644171776,256.24171779141085,99.30429447852792,80.63803680981607
35,data/t-62m_1054-t62m-destr-18-04-24.jpg,Tank,152.7947598253275,116.92139737991242,752.3842794759826,591.3624454148476
36,data/t-62m_1062-t-62-m-destr-12-06-24.jpg,Tank,59.71346433770008,246.1135371179036,187.506113537117,105.15283842794496
37,data/t-62m_1064-unkn-t62-destr-14-05-24.jpg,Tank,100.15720524017469,226.06113537117903,652.0873362445421,398.0436681222703
38,data/t-62m_1074-t-62-m-destr-01-04-24.jpg,Tank,631.0,85.00000000000001,218.0,231.99999999999997
39,data/t-62m_1077-t-62-m-destr-08-06-24.jpg,Tank,81.28571428571422,168.29999999999984,488.8571428571429,317.11428571428576
40,data/t-62m_1100-t62m-destr-11-07-24.jpg,Tank,547.4234875444846,296.6181494661923,307.1672597864748,126.49323843416326
41,data/t-62m_1100-t62m-destr-11-07-24.jpg,Tank,650.9039145907489,197.77117437722427,270.0996441281107,106.41494661921665
42,data/t-62m_1101-t62m-destr-01-07-24.jpg,Tank,645.397590361445,82.72108433734935,325.39759036144625,117.99156626505955
43,data/t-62m_1105-t62m-dam-18-03-24.jpg,Tank,144.1927710843373,119.59096385542158,260.6265060240961,226.46867469879442
44,data/t-62m_1111-t-62-m-destr-22-04-24.jpg,Tank,279.285714285714,59.8714285714285,614.5714285714275,332.82857142857074
45,data/t-62m_obr__2022_1000-t62m-obr2022-destr-01-11-23.jpg,Tank,0.0,227.67103347889375,600.0,244.8093158660844
46,data/t-62m_obr__2022_1006-t-62-mv-obr2022-aband-27-12-23.jpg,Tank,700.0736196319028,326.8226993865032,134.2822085889551,117.31165644171743
47,data/t-62m_obr__2022_1006-t62-m-obr2022-destr-30-04-24.jpg,Tank,158.2489270386265,158.6008583690989,275.94849785407655,144.772532188841
48,data/t-62m_obr__2022_1008-t-62-m-obr-2022-aband-24-11-23.jpg,Tank,1.0524332497189038e-14,83.32751091703061,467.8995633187771,478.41921397379906
49,data/t-62m_obr__2022_1016-t-62-m-obr-2022-destr-05-03-24.jpg,Tank,455.46625766871165,77.282208588957,411.5337423312878,627.6564417177917
50,data/t-62m_obr__2022_1018-t-62-m-obr-2022-dam-28-05-24.jpg,Tank,43.91416309012877,36.000000000000064,482.9871244635193,260.6523605150214
51,data/t-62m_obr__2022_1025-t62m-2022-dam-16-11-23.jpg,Tank,687.6653992395426,26.47490494296579,540.6844106463868,366.94372623574156
